TrumpGen,TrumpAbort,SCGen,SCAbort,BidenGen,BidenAbort,religion,bornagain,CRS1,CRS2,CRS3,CRS4,CRS5,AbortionWrong,AbortionMurder,AbortionRape,AbortionHealth,AbortionDefect,AbortionWant,AbortionAll,AbortionWait,AbortionUltrasound,PolAffiliate,IdeologySocial,IdeologyEconomy,IdeologySecurity,vote2020,Acheck3,abortion_score_5pt,abortion_group
4,4,3,3,3,3,9,0,2,2,2,2,2,4,4,7,6,4,4,5,6,6,4,4,4,4,8,2,3.4195752539242834,neutral
2,2,4,3,2,2,9,0,2,2,2,2,2,4,2,7,7,7,6,7,5,3,4,4,4,4,8,1,4.370267774699907,pro-choice
2,2,3,2,4,4,8,0,3,2,1,1,1,1,1,7,7,7,7,7,4,3,6,6,5,4,8,1,4.779378270236995,pro-choice
1,0,4,4,1,0,9,0,2,1,1,1,1,1,1,5,7,5,5,5,4,6,4,4,4,4,8,1,4.012742382271468,pro-choice
1,1,3,2,3,3,1,0,4,5,4,5,5,2,2,7,7,6,7,7,5,6,5,4,4,4,8,5,4.389719913819636,pro-choice
1,1,4,2,3,2,1,0,1,5,3,2,2,2,5,7,7,7,7,7,4,4,6,6,6,6,8,2,4.335426285010772,pro-choice
2,2,4,4,3,3,9,0,2,2,2,1,2,1,1,7,7,7,7,6,3,4,4,4,4,4,8,1,4.7211449676823625,pro-choice
2,2,3,2,3,2,9,0,3,3,3,2,2,4,3,6,7,6,5,3,6,6,4,3,5,3,8,5,3.5991997537703906,neutral
4,3,1,2,3,2,2,2,3,4,4,3,3,4,4,7,7,7,5,6,4,6,3,3,2,3,8,1,3.9834410587873186,pro-choice
2,1,4,3,2,2,1,0,3,2,3,3,1,5,6,7,7,2,1,2,6,4,2,2,1,1,8,1,2.787873191751307,pro-life
0,0,0,0,0,0,2,1,4,5,4,5,4,2,2,7,7,7,6,7,6,3,3,4,2,2,3,1,4.454970760233917,pro-choice
3,2,4,4,2,2,1,0,2,5,3,3,3,5,4,7,6,4,4,2,6,5,4,4,3,3,8,2,3.1969836872883954,neutral
0,0,0,0,0,0,9,0,2,3,1,2,2,3,2,7,7,5,6,5,5,5,3,6,3,3,8,2,4.079839950754077,pro-choice
3,2,4,2,4,2,1,0,2,4,3,3,2,2,2,7,6,4,6,6,4,6,4,5,5,4,8,1,4.039827639273621,pro-choice
3,3,4,3,4,3,2,2,3,3,3,2,4,6,4,5,2,6,3,3,4,4,3,6,2,4,8,5,2.7625115420129265,pro-life
1,1,2,2,3,3,3,0,2,3,3,2,2,4,4,7,7,3,4,2,5,4,6,4,5,4,8,1,3.382517697753154,neutral
1,1,2,1,2,2,3,0,3,4,1,3,3,1,1,7,7,7,7,7,1,1,6,6,6,6,8,1,4.999999999999998,pro-choice
4,3,4,4,3,2,2,3,3,4,4,2,3,5,5,4,4,2,2,2,4,4,2,2,2,2,8,1,2.412988611880578,pro-life
1,1,1,1,1,1,11,0,1,1,1,1,1,4,4,7,7,7,7,7,3,2,6,4,5,4,7,1,4.414835333948906,pro-choice
2,2,4,4,2,2,1,0,5,5,5,5,4,7,6,4,5,2,1,2,4,5,3,4,4,4,8,1,2.182763927362265,pro-life
4,3,3,3,1,1,11,0,1,5,3,2,3,4,4,7,4,4,1,4,4,4,2,5,3,3,8,2,3.076454293628809,pro-life
2,1,4,2,1,1,2,1,5,5,5,4,4,7,6,1,4,1,1,1,7,7,4,2,4,4,8,1,1.4018467220683286,pro-life
4,4,5,5,2,3,1,0,3,5,5,5,5,5,4,6,6,1,4,2,3,5,2,1,1,3,8,2,3.0140350877192974,pro-life
3,3,4,3,3,3,9,0,1,1,1,1,1,4,4,6,6,6,6,6,6,6,4,4,4,4,8,1,3.685257002154508,pro-choice
3,4,3,2,3,4,1,0,2,4,4,2,4,4,5,7,7,2,4,4,4,5,5,5,5,5,8,1,3.3633117882425356,neutral
0,0,4,4,0,0,1,0,2,4,1,1,2,4,4,7,7,4,4,1,7,7,3,4,3,3,8,1,3.176546629732225,neutral
4,5,5,3,3,3,1,0,3,4,3,5,2,5,3,6,5,3,5,5,5,5,4,5,4,3,8,1,3.3209602954755306,neutral
3,3,4,3,2,2,2,1,5,5,5,5,4,2,5,4,4,2,1,2,4,4,2,2,2,2,8,4,2.5306863650353955,pro-life
4,1,5,2,2,4,2,2,1,2,4,2,1,2,4,7,7,1,7,7,2,2,2,6,1,1,8,1,4.156294244382885,pro-choice
1,1,2,1,3,3,7,0,4,1,1,1,1,1,1,7,7,7,7,7,1,1,7,7,5,6,8,1,4.999999999999998,pro-choice
2,2,3,3,4,4,1,0,3,3,2,2,2,2,4,7,7,4,6,2,4,6,6,3,5,3,8,1,3.714435210834102,pro-choice
3,3,3,3,3,3,1,0,4,5,3,5,5,6,6,6,6,3,2,2,4,4,4,4,3,4,8,1,2.7577100646352717,pro-life
3,3,2,4,2,3,11,0,1,2,2,3,2,3,4,4,4,3,3,4,4,4,1,4,4,3,3,4,2.9130809479839948,pro-life
4,3,4,4,2,2,2,1,4,5,4,4,5,6,7,7,7,3,5,1,7,7,2,2,2,2,8,1,2.7980917205293934,pro-life
3,1,4,2,4,5,2,3,2,5,3,2,4,1,2,7,7,5,5,6,6,4,5,4,4,4,1,2,4.189904586026469,pro-choice
3,3,3,3,3,3,1,0,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,8,1,3.0,pro-life
0,0,0,0,0,0,9,0,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,4,4,4,8,1,3.5765466297322246,neutral
3,3,4,4,2,2,1,0,2,4,3,2,2,4,4,4,4,4,4,4,4,4,2,2,3,3,8,1,3.0,pro-life
1,1,5,5,3,3,9,0,1,1,1,1,1,2,1,7,6,6,7,7,4,4,4,6,3,2,8,1,4.495106186518928,pro-choice
3,2,2,2,3,4,2,2,3,5,3,1,4,2,4,7,7,7,7,7,4,2,6,6,3,4,8,1,4.499538319482917,pro-choice
2,1,4,3,3,4,8,0,3,4,2,2,3,3,2,7,7,6,6,5,4,4,5,6,5,4,8,1,4.239519852262234,pro-choice
4,3,2,3,2,3,1,0,3,5,3,3,4,7,6,5,4,1,1,2,5,6,2,2,2,2,4,1,2.0227146814404433,pro-life
5,3,3,3,2,3,1,0,2,5,3,5,3,6,4,5,5,2,2,1,3,3,3,3,1,4,8,1,2.664142813173284,pro-life
3,3,3,3,3,3,2,1,4,5,5,4,5,4,2,7,6,4,5,2,7,6,3,4,2,2,8,1,3.4251154201292704,neutral
3,2,4,4,3,2,2,3,3,5,5,4,4,5,5,7,7,4,4,2,4,4,3,5,3,3,8,1,3.351985226223453,neutral
3,3,3,3,3,3,2,2,1,4,3,3,3,1,1,7,7,7,7,7,1,4,2,3,2,2,8,1,4.880701754385964,pro-choice
5,5,5,5,5,5,10,0,3,4,2,2,3,6,3,6,6,5,5,3,6,6,4,4,4,4,7,3,3.288827331486611,neutral
2,1,4,4,2,2,2,2,3,4,4,3,3,3,3,6,6,4,5,5,4,5,5,4,5,3,8,1,3.678362573099415,pro-choice
2,1,3,2,4,5,9,0,3,2,1,1,1,2,2,7,7,7,6,7,1,3,6,6,5,5,8,1,4.69012003693444,pro-choice
2,2,4,4,3,2,9,0,2,3,2,1,3,3,2,7,7,5,5,2,7,6,1,4,5,4,8,1,3.669621421975992,neutral
4,4,4,4,4,4,3,0,3,2,3,2,2,4,4,4,4,4,4,4,4,4,2,3,3,3,8,1,3.0,pro-life
2,1,4,3,4,4,2,2,2,2,1,2,2,1,1,7,7,6,6,6,3,3,6,6,4,4,8,1,4.608125577100645,pro-choice
